datetime,eps_y0,eps_y1,growth_pct,source
2026-07-25 16:29,122.83045,206.81828,68.38,yfinance 分析師共識 (抓取 2026-07-25)
2026-07-25 20:18,122.83045,206.81828,68.38,yfinance 分析師共識 (抓取 2026-07-25)
2026-07-25 22:01,125.04675,207.62173,66.04,yfinance 分析師共識 (抓取 2026-07-25)
2026-07-26 23:34,125.04675,207.62173,66.04,yfinance 分析師共識 (抓取 2026-07-26)
2026-07-29 16:11,125.76623,208.89223,66.1,yfinance 分析師共識 (抓取 2026-07-29)
2026-07-29 23:01,125.76623,208.89223,66.1,yfinance 分析師共識 (抓取 2026-07-29)
2026-07-30 09:28,125.76623,208.89223,66.1,yfinance 分析師共識 (抓取 2026-07-30)
2026-07-31 09:36,125.76623,208.89223,66.1,yfinance 分析師共識 (抓取 2026-07-31)
2026-07-31 21:16,129.34837,212.61081,64.37,yfinance 分析師共識 (抓取 2026-07-31)
2026-08-03 10:23,129.34972,215.61894,66.69,yfinance 分析師共識 (抓取 2026-08-03)
2026-08-04 09:32,129.34972,215.61894,66.69,yfinance 分析師共識 (抓取 2026-08-04)
2026-08-05 09:31,129.40723,215.62312,66.62,yfinance 分析師共識 (抓取 2026-08-05)
2026-08-06 10:23,129.40723,215.62312,66.62,yfinance 分析師共識 (抓取 2026-08-06)
2026-08-07 08:07,129.40723,215.62312,66.62,yfinance 分析師共識 (抓取 2026-08-07)
2026-08-20 15:54,136.13696,215.62312,58.39,yfinance 分析師共識 (抓取 2026-08-20)
2026-08-21 15:55,136.13696,215.62312,58.39,yfinance 分析師共識 (抓取 2026-08-21)
2026-08-24 16:05,136.13696,215.62312,58.39,yfinance 分析師共識 (抓取 2026-08-24)
