datetime,eps_y0,eps_y1,growth_pct,source
2026-07-24 22:24,2.73894,2.1186,-22.65,yfinance 分析師共識 (抓取 2026-07-24)
2026-07-24 22:25,2.73894,2.1186,-22.65,yfinance 分析師共識 (抓取 2026-07-24)
2026-07-25 16:29,2.73894,2.1186,-22.65,yfinance 分析師共識 (抓取 2026-07-25)
2026-07-25 20:18,2.73894,2.1186,-22.65,yfinance 分析師共識 (抓取 2026-07-25)
2026-07-25 22:04,2.73894,2.1186,-22.65,yfinance 分析師共識 (抓取 2026-07-25)
2026-07-29 16:11,3.3443,2.22452,-33.48,yfinance 分析師共識 (抓取 2026-07-29)
2026-07-29 23:01,3.3443,2.22452,-33.48,yfinance 分析師共識 (抓取 2026-07-29)
2026-07-30 09:28,3.3443,2.22452,-33.48,yfinance 分析師共識 (抓取 2026-07-30)
2026-07-31 09:36,3.3443,2.22452,-33.48,yfinance 分析師共識 (抓取 2026-07-31)
2026-07-31 21:16,3.3443,2.22452,-33.48,yfinance 分析師共識 (抓取 2026-07-31)
2026-08-03 10:23,3.3443,2.22452,-33.48,yfinance 分析師共識 (抓取 2026-08-03)
2026-08-04 09:32,3.3443,2.22452,-33.48,yfinance 分析師共識 (抓取 2026-08-04)
2026-08-05 09:31,3.3443,2.22452,-33.48,yfinance 分析師共識 (抓取 2026-08-05)
2026-08-06 10:23,3.3443,2.22452,-33.48,yfinance 分析師共識 (抓取 2026-08-06)
2026-08-07 08:07,3.3443,2.22452,-33.48,yfinance 分析師共識 (抓取 2026-08-07)
2026-08-20 15:54,3.5843,2.25452,-37.1,yfinance 分析師共識 (抓取 2026-08-20)
