datetime,eps_y0,eps_y1,growth_pct,source
2026-07-25 16:29,7.87217,12.19276,54.88,yfinance 分析師共識 (抓取 2026-07-25)
2026-07-25 20:18,7.87217,12.19276,54.88,yfinance 分析師共識 (抓取 2026-07-25)
2026-07-25 22:00,7.87217,12.19276,54.88,yfinance 分析師共識 (抓取 2026-07-25)
2026-07-26 23:32,7.87217,12.19276,54.88,yfinance 分析師共識 (抓取 2026-07-26)
2026-07-29 16:11,7.87217,12.19276,54.88,yfinance 分析師共識 (抓取 2026-07-29)
2026-07-29 23:01,8.17145,12.45444,52.41,yfinance 分析師共識 (抓取 2026-07-29)
2026-07-30 09:28,7.87217,12.19276,54.88,yfinance 分析師共識 (抓取 2026-07-30)
2026-07-31 09:36,8.17145,12.45444,52.41,yfinance 分析師共識 (抓取 2026-07-31)
2026-07-31 21:16,8.17145,12.45444,52.41,yfinance 分析師共識 (抓取 2026-07-31)
2026-08-03 10:23,8.17145,12.45444,52.41,yfinance 分析師共識 (抓取 2026-08-03)
2026-08-04 09:32,8.17145,12.45444,52.41,yfinance 分析師共識 (抓取 2026-08-04)
2026-08-05 09:31,8.17145,12.45444,52.41,yfinance 分析師共識 (抓取 2026-08-05)
2026-08-06 10:23,8.17145,12.45444,52.41,yfinance 分析師共識 (抓取 2026-08-06)
2026-08-07 08:07,8.17145,12.45444,52.41,yfinance 分析師共識 (抓取 2026-08-07)
2026-08-20 15:54,11.63616,19.51941,67.75,yfinance 分析師共識 (抓取 2026-08-20)
2026-08-21 15:55,14.38588,20.57798,43.04,yfinance 分析師共識 (抓取 2026-08-21)
2026-08-24 16:05,14.38588,20.57798,43.04,yfinance 分析師共識 (抓取 2026-08-24)
2026-08-26 23:06,14.38588,20.57798,43.04,yfinance 分析師共識 (抓取 2026-08-26)
2026-08-28 02:18,14.38588,20.57798,43.04,yfinance 分析師共識 (抓取 2026-08-27)
2026-08-29 03:27,14.56157,21.78574,49.61,yfinance 分析師共識 (抓取 2026-08-28)
2026-08-31 23:05,15.01563,25.00324,66.51,yfinance 分析師共識 (抓取 2026-08-31)
