datetime,eps_y0,eps_y1,growth_pct,source
2026-07-25 16:29,8.8937,12.57758,41.42,yfinance 分析師共識 (抓取 2026-07-25)
2026-07-25 20:18,8.8937,12.57758,41.42,yfinance 分析師共識 (抓取 2026-07-25)
2026-07-25 22:04,8.8937,12.57758,41.42,yfinance 分析師共識 (抓取 2026-07-25)
2026-07-29 16:11,8.8937,12.57758,41.42,yfinance 分析師共識 (抓取 2026-07-29)
2026-07-29 23:01,8.8937,12.57758,41.42,yfinance 分析師共識 (抓取 2026-07-29)
2026-07-30 09:28,8.8937,12.57758,41.42,yfinance 分析師共識 (抓取 2026-07-30)
2026-07-31 09:36,8.8937,12.57758,41.42,yfinance 分析師共識 (抓取 2026-07-31)
2026-07-31 21:16,8.8937,12.57758,41.42,yfinance 分析師共識 (抓取 2026-07-31)
2026-08-03 10:23,10.88758,13.27341,21.91,yfinance 分析師共識 (抓取 2026-08-03)
2026-08-04 09:32,10.88758,13.27341,21.91,yfinance 分析師共識 (抓取 2026-08-04)
2026-08-05 09:31,10.88758,13.27341,21.91,yfinance 分析師共識 (抓取 2026-08-05)
2026-08-06 10:23,10.72227,14.04229,30.96,yfinance 分析師共識 (抓取 2026-08-06)
2026-08-07 08:07,10.72227,14.04229,30.96,yfinance 分析師共識 (抓取 2026-08-07)
2026-08-20 15:54,10.72227,14.04229,30.96,yfinance 分析師共識 (抓取 2026-08-20)
2026-08-21 15:55,10.72227,14.04229,30.96,yfinance 分析師共識 (抓取 2026-08-21)
2026-08-24 16:05,10.72227,14.04229,30.96,yfinance 分析師共識 (抓取 2026-08-24)
2026-08-26 23:06,10.74527,14.3732,33.76,yfinance 分析師共識 (抓取 2026-08-26)
