datetime,eps_y0,eps_y1,growth_pct,source
2026-07-24 22:24,186.08096,204.40788,9.85,yfinance 分析師共識 (抓取 2026-07-24)
2026-07-24 22:25,186.08096,204.40788,9.85,yfinance 分析師共識 (抓取 2026-07-24)
2026-07-25 20:18,186.08096,204.40788,9.85,yfinance 分析師共識 (抓取 2026-07-25)
2026-07-25 22:04,186.08096,204.40788,9.85,yfinance 分析師共識 (抓取 2026-07-25)
2026-07-29 16:12,186.08096,204.40788,9.85,yfinance 分析師共識 (抓取 2026-07-29)
2026-07-29 23:01,186.08096,204.40788,9.85,yfinance 分析師共識 (抓取 2026-07-29)
2026-07-30 09:28,186.08096,204.40788,9.85,yfinance 分析師共識 (抓取 2026-07-30)
2026-07-31 09:36,186.08096,204.40788,9.85,yfinance 分析師共識 (抓取 2026-07-31)
2026-07-31 21:16,186.08096,204.40788,9.85,yfinance 分析師共識 (抓取 2026-07-31)
2026-08-03 10:23,186.08096,204.40788,9.85,yfinance 分析師共識 (抓取 2026-08-03)
2026-08-04 09:32,186.08096,204.40788,9.85,yfinance 分析師共識 (抓取 2026-08-04)
2026-08-05 09:31,186.08096,204.40788,9.85,yfinance 分析師共識 (抓取 2026-08-05)
