datetime,eps_y0,eps_y1,growth_pct,source
2026-07-25 16:29,3.68985,23.88753,547.38,yfinance 分析師共識 (抓取 2026-07-25)
2026-07-25 20:18,3.68985,23.88753,547.38,yfinance 分析師共識 (抓取 2026-07-25)
2026-07-25 22:04,3.68985,23.88753,547.38,yfinance 分析師共識 (抓取 2026-07-25)
2026-07-29 16:11,3.68985,23.88753,547.38,yfinance 分析師共識 (抓取 2026-07-29)
2026-07-29 23:01,3.68985,23.88753,547.38,yfinance 分析師共識 (抓取 2026-07-29)
2026-07-30 09:28,3.68985,23.88753,547.38,yfinance 分析師共識 (抓取 2026-07-30)
2026-07-31 09:36,3.68985,23.88753,547.38,yfinance 分析師共識 (抓取 2026-07-31)
2026-07-31 21:16,3.68985,23.88753,547.38,yfinance 分析師共識 (抓取 2026-07-31)
2026-08-03 10:23,3.68985,23.88753,547.38,yfinance 分析師共識 (抓取 2026-08-03)
2026-08-04 09:32,3.68985,23.88753,547.38,yfinance 分析師共識 (抓取 2026-08-04)
2026-08-05 09:31,3.68985,23.88753,547.38,yfinance 分析師共識 (抓取 2026-08-05)
2026-08-06 10:23,3.68985,23.88753,547.38,yfinance 分析師共識 (抓取 2026-08-06)
2026-08-07 08:07,3.68985,23.88753,547.38,yfinance 分析師共識 (抓取 2026-08-07)
2026-08-20 15:54,0.24318,9.7627,3914.6,yfinance 分析師共識 (抓取 2026-08-20)
2026-08-21 15:55,0.24318,9.7627,3914.6,yfinance 分析師共識 (抓取 2026-08-21)
2026-08-24 16:05,0.24318,9.7627,3914.6,yfinance 分析師共識 (抓取 2026-08-24)
2026-08-26 23:06,0.24318,9.7627,3914.6,yfinance 分析師共識 (抓取 2026-08-26)
2026-08-28 02:18,0.24318,9.7627,3914.6,yfinance 分析師共識 (抓取 2026-08-27)
2026-08-29 03:27,0.24318,9.7627,3914.6,yfinance 分析師共識 (抓取 2026-08-28)
2026-08-31 23:05,0.24318,9.7627,3914.6,yfinance 分析師共識 (抓取 2026-08-31)
