datetime,eps_y0,eps_y1,growth_pct,source
2026-07-25 16:29,22.96059,27.53412,19.92,yfinance 分析師共識 (抓取 2026-07-25)
2026-07-25 20:18,22.96059,27.53412,19.92,yfinance 分析師共識 (抓取 2026-07-25)
2026-07-25 22:03,22.96059,27.53412,19.92,yfinance 分析師共識 (抓取 2026-07-25)
2026-07-26 23:38,22.96059,27.53412,19.92,yfinance 分析師共識 (抓取 2026-07-26)
2026-07-29 16:11,22.96059,27.53412,19.92,yfinance 分析師共識 (抓取 2026-07-29)
2026-07-29 23:01,22.96059,27.53412,19.92,yfinance 分析師共識 (抓取 2026-07-29)
2026-07-30 09:28,22.96059,27.53412,19.92,yfinance 分析師共識 (抓取 2026-07-30)
2026-07-31 09:36,22.96059,27.53412,19.92,yfinance 分析師共識 (抓取 2026-07-31)
2026-07-31 21:16,22.96059,27.53412,19.92,yfinance 分析師共識 (抓取 2026-07-31)
2026-08-03 10:23,22.96059,27.53412,19.92,yfinance 分析師共識 (抓取 2026-08-03)
2026-08-04 09:32,22.96059,27.53412,19.92,yfinance 分析師共識 (抓取 2026-08-04)
2026-08-05 09:31,22.96059,27.53412,19.92,yfinance 分析師共識 (抓取 2026-08-05)
2026-08-06 10:23,19.61789,24.51042,24.94,yfinance 分析師共識 (抓取 2026-08-06)
2026-08-07 08:07,19.61789,24.51042,24.94,yfinance 分析師共識 (抓取 2026-08-07)
2026-08-20 15:54,19.01849,23.75361,24.9,yfinance 分析師共識 (抓取 2026-08-20)
